NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
PREB,3.14,3.48,9.2,5.85,11.2,12.3,13.8,12.6,0.63,0.94,0.99,0.98,2.55,2.28,12.39,10.67,10.06,14.86,14.93,13.83,6.24,5.78,6.93,5.94,5.74,5.51,0.03,0,0.01,0.01,0.01,0.01,4.61,4.35,4.96,7.32,23.01,15.64,0.1,0.09,0.39,0.58,0.1,,25.09,26.94,25.5,22.45,45.7,33.77,7.37,7.1,6.78,6.06,15.29,15,0.02,0.4,0.6,0.5,1,,2.7,3.59,4.18,4.56,6.61,6.89,3.59,42.64,60.54,50.92,39.17,,31.72250114,29.47692681,2.216164182,-2.45761,-17.09025189,27.64391334,,6.125662178,15.27136684,,20.62194776,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
PRIN,2.12,1.21,2.02,1.3,1.54,1.29,1.44,1.79,0.29,0.16,0.06,0.05,0.18,0.26,35.94,33.01,28.82,29.76,29.36,29.72,17.92,8.74,6.5,12.76,24.27,20.38,0.04,0.08,0.28,0.35,0.19,0.17,12.65,7.81,3.03,2.52,7.15,10.05,0.77,1.18,1.5,1.38,1.13,0.92,9.82,5.05,1.93,1.71,5.49,7.81,4.98,2.36,0.76,0.66,2.29,3.63,0.1,0.02,0.05,0.05,0.12,0.12,3.09,3.15,3.19,3.19,3.26,3.4,34.48,12.5,83.33,100,66.67,46.15,3.541731753,-2.160309544,-3.732491916,2.606113,33.56659204,-4.491724644,3.448773357,-4.494055788,-6.131244873,3.713728934,1.950896381,6.003737798,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
QH,2.14,1.51,2.24,2.5,3.6,2.3,2.62,3.18,0.23,0.31,0.31,0.29,0.29,0.32,30.97,32.42,32.55,31.23,30.17,29.78,15.85,14.6,12.42,14.67,23.82,20.18,0.11,0.07,0.07,0.08,0.1,0.2,18.74,16.79,15.69,15.26,16.13,20.24,1.15,1.16,1.26,1.17,1.07,0.95,16.92,20,18.28,15.27,13.87,14.5,6.14,7.92,7.37,6.11,5.82,6.53,0.1,0.14,0.06,0.05,0.15,0.15,1.47,1.61,1.79,2.01,2.14,2.31,44.47,44.43,19.44,17.24,51.72,46.88,11.65157886,6.698256951,-0.774492376,4.949018,12.47575067,1.555772672,-3.786129538,-3.03295516,1.240973588,7.8289005,9.44480848,1.059664498,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
RCI,1.32,1.05,2.5,3.1,3.86,2.76,2.44,3,-0.06,0.16,0.01,-0.16,-0.04,-0.49,30.33,31.26,28.03,21.92,23.26,-34.11,24.42,27.87,29.34,33.15,35.92,29.16,3.15,0.5,0.75,-0.55,-0.83,-0.01,-1.97,6.27,0.42,-8.59,-2.5,-49.82,1.85,0.82,0.56,0.23,0.14,1.07,-7.54,16.69,0.75,-9.97,-2.68,-76.13,-2.3,6.58,0.39,-6.17,-1.83,-40.78,,,,,,,0.69,1.13,1.42,1.49,0.88,0.4,,,,,,,18.36957967,-246.3977638,-202.3781332,3.611598,-134.0020948,-287.6232176,-10.3803078,-251.9433498,-273.533844,,-10.43332506,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
RML,0.49,1.24,2.18,1.05,1.88,1.26,1.41,0.97,0.14,0.21,0.34,0.25,0.24,0.05,33.07,36.28,41.96,41.15,38.4,34.72,35.51,30.22,27.38,19.28,48.58,15.62,0.27,0.16,0.08,0.11,0.07,0.21,9.09,13.11,18.54,17.58,16.47,6.51,4.01,2.37,1,0.65,0.58,0.8,46.11,38.73,41.91,22.55,17.81,3.8,3.27,5.22,9.89,8.52,8.66,1.91,,,,0.06,0.07,,0.43,0.64,0.99,1.24,1.43,1.41,,,,22,29.17,,2.602864448,-18.61049752,0.9770434,-15.1472,-5.221751052,-6.452404334,-27.48511941,-39.30041802,-10.17349685,,26.62150227,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
ROJNA,10.9,5.65,10.6,6.65,7.35,5.1,4.54,7.15,0.95,0.4,1.39,0.36,0.14,0.65,23.41,8.77,17.87,23.14,20.33,23.61,6.94,5.53,8,8.25,14.02,16.95,1.57,-3.22,0.31,0.55,0.58,0.47,19.34,6.34,17.66,5.87,2.89,12.09,2.82,2.61,2.35,3.82,2.12,1.93,21.32,8.66,23.47,6.19,2.37,10.52,4,1.77,4.03,0.96,0.37,2.14,0.29,0.29,0.2,0.45,,0.1,4.68,4.56,5.97,6.02,5.86,6.46,30.62,73.18,14.09,125,,15.38,-4.280266453,-7.222817694,0.170426901,19.55343,-21.39526033,-8.978115007,-7.290586771,-13.17725102,-11.77544615,-19.15181282,6.643432572,-12.85768206,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
S,5.8,1.84,1.6,1.62,8.7,5.75,4.44,3.44,0.08,0.04,-0.05,-0.05,0.03,0.09,30.94,30.25,36.09,34.57,40.56,41.55,12.48,26.58,11.44,9.63,8.63,14.94,0.33,0.43,-0.12,-0.18,1.49,0.35,7.32,4.83,-69.2,-12.14,5.27,9.76,0.59,0.54,0.67,1.01,0.76,0.98,6.65,3.21,-7.98,-3.2,1.36,3.74,3.34,1.89,-4.58,-1.49,0.61,1.6,0.01,,,,,,1.18,1.22,1.08,1.88,2.21,2.39,12.14,,,,,,19.26500464,2.342008597,6.074565298,3.663819,1.400476055,5.924626565,10.71686548,-10.89055154,-13.68231018,,15.16859073,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SC,16.6,12.5,28.5,2.76,3.42,2.92,3.44,3.86,0.29,0.26,0.33,0.45,0.47,0.3,36.14,35.55,36.33,36.62,36.14,35.81,15.66,15.96,15.07,13.25,14.17,16.12,0.04,0.07,0.08,0.07,0.07,0.11,14.58,10.78,12.37,13.49,13.64,10.11,1.03,1.24,1.17,1.07,1.08,1.27,12.87,10.78,14.06,15.25,14.23,8.58,5.91,4.35,5.57,6.33,6.11,3.5,0.03,0.11,0.07,0.18,0.19,0.12,2.29,2.52,2.78,3.16,3.46,3.57,8.76,41.39,21.45,39.69,40.35,39.85,-22.7444505,0.594998393,-0.181250876,0.5807,21.24796813,-7.060316132,4.241025007,-7.803898033,-9.977607377,36.20349637,9.267509775,35.39788115,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SCC,349,318,446,381,450,450,494,490,19.65,30.44,28.01,37.83,46.74,45.87,13.23,16.39,16.02,22.32,24.66,22.53,9.4,9.3,10.75,10.06,8.99,8.96,0.32,0.2,0.21,0.15,0.12,0.12,5.79,8.41,6.89,10.33,13.24,12.21,1.23,1.15,1.11,0.98,0.81,0.8,16.64,23.97,19.84,23.68,25.14,21.97,6.13,8.73,7.42,9.31,10.69,9.89,11,15.5,12.5,16,16,19,119.32,134.62,147.74,171.8,200.02,217.58,55.98,50.92,44.63,42.29,34.23,41.42,9.209386095,18.47677858,11.24784462,-0.95421,-18.12258796,16.10618235,-8.168018175,5.709933221,10.03954338,11.55067001,12.7665657,-5.84596294,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
SCCC,231,261,434,382,424,311,273,262,15.28,20.15,21.39,19.24,15.78,6.59,42.21,44.83,44.79,44.29,37.89,33.11,8.91,25.94,23.86,24.72,24.99,25.48,0.06,0.05,0.06,0.06,0.11,0.28,13.76,16.01,15.98,14.71,11.37,4.17,0.29,0.4,0.39,0.38,1.24,0.92,20.99,26.01,25.37,21.3,17.58,6.43,13.33,15.61,14.76,12.54,7.78,2.53,12.56,14.5,14.5,14.5,14.5,10,74.15,80.84,87.81,92.84,92.94,115.65,82.23,71.94,67.78,75.34,91.86,151.75,0.90308115,-15.48204088,-4.739638953,23.38556,34.45773848,-21.24962568,25.85643759,-21.07528482,-28.28825788,-4.463445335,9.295848876,13.03698725,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
SCP,12,16.1,52.5,7.25,9.9,8.05,8.95,8.9,0.73,1.37,1.11,0.98,0.89,0.78,27.6,32.38,30.16,32.5,32.83,30.57,11.12,10.76,13.31,12.46,11.81,10.89,0.02,0.01,0.01,0.01,0.01,0.02,13.57,19.7,19.06,16.74,16.48,14.63,0.09,0.04,0.01,0.04,0.02,0.01,36.77,44.02,25.86,19.97,16.51,13.28,18.96,27.78,19.15,16.13,13.51,10.96,0.11,0.3,0.15,0.4,0.35,0.35,2.38,3.86,4.7,5.08,5.69,6,15.06,21.9,13.51,40.82,39.33,44.87,-11.08000454,1.317155169,2.06884175,-0.41713,-4.046202529,1.517148215,-34.93681358,-18.42460269,-10.39102026,26.04774248,20.32643841,24.40908182,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
SEAFCO,5.1,3.18,5.95,4.24,8.7,9.85,11.7,9.75,0.2,0.2,0.31,0.23,0.23,0.62,17.43,19.07,20.61,16.66,17.46,18.54,5.3,5.93,4.71,6.67,7.34,5.85,0.2,0.13,0.06,0.08,0.08,0.06,9.08,10.57,11.15,8.26,8.38,11.6,0.63,0.23,0.14,0.23,0.28,0.42,24.11,19.71,25.3,16.26,15.33,18.94,8.97,9.13,13.11,8.68,8.46,9.69,0.01,0.08,0.13,0.11,0.12,0.36,0.96,1.13,1.34,1.46,1.57,3.49,4.35,39.21,40.26,49.98,50.99,58.82,29.76326021,24.75118346,1.243630795,1.994323,-20.66984971,5.026317843,-7.873374895,-4.719126887,1.576497174,110.0132876,29.54950922,68.34572771,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SENA,2.08,2.24,3.32,2,2.94,2.26,3.88,4.04,0.25,0.23,0.4,0.24,0.54,0.54,44.79,41.36,40.85,41.1,43.52,39.45,,,10.43,17.84,19.9,23.67,0.1,0.14,0.08,0.15,0.09,0.05,17.59,13.48,15.86,11.66,19.04,14.39,0.79,1.14,1.24,1.12,0.73,0.95,14.13,11.65,16.82,8.08,20.18,16.96,8.14,5.43,7.04,3.42,9.67,8.09,0.08,0.06,0.07,0.08,0.16,0.05,1.92,2.07,2.55,2.5,2.85,3.33,31.95,27.11,18.25,34.35,29.12,8.72,11.6135037,16.29548895,-2.503836792,,-12.70198059,-3.93667464,3.782868911,3.714560777,-0.145302917,-10.30212339,11.69886669,-22.87071715,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SF,5.9,6.4,7.1,5.2,6.05,6.2,6.15,8,0.79,0.29,0.39,0.79,0.54,1.04,59.13,56.62,57.97,60.64,61.34,59.72,10.25,8.76,13.14,9.72,13.98,15.32,0.26,0.19,0.17,0.08,0.12,0.13,108.88,39.17,52.23,103.1,70.42,135.53,0.64,0.6,0.29,0.24,0.18,0.22,28.89,8.83,10.96,18.98,11.4,19.29,12.82,4.37,5.72,10.47,6.57,11.45,0.09,0.1,0.02,0.15,0.2,0.25,3.12,3.4,3.79,4.56,4.95,5.79,11.58,35.62,4.72,18.99,37.04,24.04,-0.793751196,5.650183452,0.199234631,8.369478,-13.02628941,4.47756588,-19.44377783,-7.76353121,-2.242372775,22.26545909,13.14502739,15.72668887,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SIRI,5.65,1.26,3.58,1.69,1.65,1.49,1.69,2.18,0.36,0.19,0.33,0.25,0.24,0.2,33.26,32.62,32.71,31.13,30.61,31,22.02,16.31,13.97,17.7,20.28,20.32,0.08,0.24,0.12,0.11,0.13,0.11,9.85,6.75,12.08,9.25,9.99,9.14,1.62,2.03,1.58,1.24,1.27,1.27,22.09,11.95,16.2,13.48,12.23,9.64,7.1,3.62,5.1,4.92,4.75,3.69,0.15,0.09,0.12,0.12,0.12,0.12,1.73,1.6,1.82,1.9,1.97,2.05,42.51,47.61,36.36,48,50,60,6.048183015,-10.99192802,-1.398527418,-1.59407,6.243701309,-1.499581646,-4.738401151,-15.28383836,-12.25735294,-4.642837667,3.494420832,7.133162434,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SPALI,10.3,14.4,18.4,13.8,24.1,18.4,25.25,23.3,1.6,1.68,2.61,2.53,2.85,3.39,43.88,40.62,41.67,37.6,38.04,38.27,10.64,8.11,5.98,8.91,10.66,12.21,0.04,0.02,0.03,0.03,0.05,0.05,23.83,22.85,24.09,20.36,20.94,23.23,0.43,0.59,0.72,1.02,0.91,0.61,23.64,21.58,28.27,23.34,22.85,22.96,12.43,10.61,13.04,10.19,9.88,10.83,0.3,0.65,0.65,1,1.05,,7.26,8.3,10.15,11.55,13.37,16.13,18.75,38.69,24.9,39.53,36.84,,11.88703831,16.20262615,-2.697766998,2.790933,5.166941416,-0.508472481,7.39552368,-0.578753879,-2.725155891,,17.30092606,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
STEC,13.6,12.5,28.5,12.2,23,24.5,28.25,24,0.56,1.14,1,1,0.91,-0.4,8.42,9.54,10.24,9.44,8.93,-7.33,2.03,2.16,3.07,4.74,3.25,2.83,0.02,0.02,0.01,0.01,0.01,-0.03,5.51,7.77,7.02,8.33,7.69,-3.04,0.06,0.03,0.02,0.02,0.07,0.13,18.95,25.64,19.08,17.3,14.06,-6.24,6.03,7.65,6.08,6.41,5.79,-2.1,0.17,,,,,,3.89,4.98,5.48,6.09,6.79,6.04,30.62,,,,,,17.71225725,-193.5321072,-197.2503115,6.870559,-210.8798883,-188.7885369,18.80513569,-180.0858718,-180.9959001,,9.218770688,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
STPI,27.5,29.5,65,15,19,9.85,11.3,5.5,0.64,1.18,1.62,1.6,0.84,-1.54,40.02,35.83,25.97,29.42,15.9,-80.16,7.36,1.27,1.19,2.31,12.24,3.85,0,0,0,0,0,0,33.1,33.67,22.39,19.42,14.1,-248.26,0.01,0,0,0,0,0.11,27.63,36.93,37.65,28.93,13.28,-27.38,19.12,20.96,21.11,19.39,10.8,-22.02,0.02,0.23,0.41,0.37,0.39,,2.73,3.64,4.95,6.09,6.57,4.65,2.83,19.34,25.31,23.17,46.43,,-17.46250471,-219.0789337,-214.9039419,-12.1551,-172.5478632,-249.6306741,63.41996253,-199.8216324,-202.8638787,,11.23428718,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
SUPER,0.64,0.54,1.35,2.5,18.1,1.18,1.53,1.16,0,0.01,-0.01,-0.03,0.01,0.05,60.03,32.28,37.37,43.93,56.91,56.72,46.61,52.09,130.89,47.89,25.19,20.3,,-0.59,-0.53,-0.57,0.7,0.51,36.2,68.27,-43.2,-178.95,10.01,23.31,1.72,0,0.15,1.4,2.41,2.18,18.43,13.73,-3.6,-9.32,3.21,10.63,4.53,9.19,-3.02,-3.22,0.83,2.71,,,,,,,0.03,0.07,2.08,0.41,0.42,0.47,,,,,,,23.15712276,57.82337417,-1.129260882,-15.3156,,-8.427527751,4.933601719,-10.42655644,-9.783300693,,72.45930939,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
SYNTEC,1.1,0.8,1.07,1.03,2.72,2.84,5.45,5.55,-0.09,0.05,0.23,0.4,0.54,0.63,4.15,8.27,11.55,14.91,18.55,21.32,3.87,3.05,3.32,3.86,4.28,5.55,-0.3,0.22,0.1,0.07,0.06,0.05,-2.83,1.3,5.26,8.82,11.1,11.12,0.36,0.45,0.34,0.24,0.42,0.37,-6.19,3.49,13.71,20.23,22.66,21.76,-3.14,1.64,6.37,9.98,10.72,10.37,,0.05,0.07,0.03,0.15,0.17,1.34,1.55,1.81,2.15,2.65,3.14,,100,30.43,7.5,27.78,26.98,46.77811402,55.18455739,38.73626039,7.477215,16.7574096,42.7936564,0.222553648,40.71176029,39.61213034,,18.50371383,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
TASCO,67.75,52.75,44.5,48.25,65,39.75,19.2,22.4,0.42,0.55,0.79,3.3,2.01,1.63,5.07,4.9,1.99,17.49,17.01,14.69,5.12,7.13,4.24,2.63,3.2,1.87,0.77,0.22,-4.26,0.04,0.06,0.08,1.71,2.45,2.63,13.68,12.94,8.98,2.54,2.35,1.19,0.24,0.22,0.2,15.22,17.2,21.44,62.38,27.67,20.33,3.74,4.27,6.78,31.73,17.1,13.01,,0.1,0.2,0.2,0.9,0.9,2.9,3.44,3.89,6.69,7.83,8.19,,18.35,25.48,6.06,44.78,55.21,-18.30118583,31.09348282,23.72424981,-18.245,-35.82426983,39.40292676,-39.78501234,5.960383819,28.31447559,,23.08124955,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
TCMC,6.8,4.9,10,2.92,3.1,3.34,4.3,3.52,0.8,0.05,0.22,0.27,0.36,0.39,28.01,27.57,23.1,27.03,26.12,26.08,20.02,22.97,21.89,19.16,36.43,27.42,2.46,0.48,0.11,0.08,0.05,0.04,41.37,3,5.24,4.74,4.5,2.68,0.19,0.19,0.36,1.1,1.35,1.83,45.74,2.5,9.82,10.79,13.66,11.14,27.42,1.68,5.58,4.28,4.22,2.99,0.05,0.04,0.04,0.11,0.11,0.12,2.16,2.18,2.37,2.63,2.4,2.99,6.55,66.73,15.74,38.55,29.63,30.89,-2.578575599,-13.51828778,-1.417422216,6.492905,-57.18842848,-42.13620576,58.02502816,-24.604187,-35.80896671,17.93401942,6.763166484,36.36873785,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
TPIPL,12.5,15.3,14.5,10.4,1.75,2.06,2.58,2.04,0.01,0.03,0.07,-0.06,0.03,-0.06,14.44,14.91,15.79,8.33,20,19.27,18.98,18.26,18.5,17.9,17.9,20.07,0.85,0.29,0.85,-1.82,1.67,5.38,1.09,2.26,4.78,-4.63,1.69,-4.15,0.07,0.18,0.48,0.67,0.85,0.91,0.48,1.04,2.36,-2.21,1.11,-3.09,0.39,0.76,1.5,-1.21,0.51,-1.29,0.01,0.02,0.02,0.02,0.02,0.02,2.96,2.89,2.89,2.8,1.85,2.25,71.43,50,28.57,-31.75,76.92,-31.75,-29.95362658,-235.0960039,5.948638716,1.123067,44.75424553,-230.6364353,67.14791121,-245.2188643,-227.0906152,14.8698355,-5.324812897,-185.0283,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
TPOLY,2.54,1.74,1.91,2.14,3.84,3.48,3.9,4.48,-0.43,-0.94,-0.58,-0.52,0.21,0.31,1.34,-6.34,2.4,6.68,18.42,23.98,,,,5.05,5.02,5.18,-0.23,-0.21,-0.45,-1.28,0.2,0.16,-7.42,-17.28,-13.98,-10.58,4.5,5.11,2.92,3.97,80.27,1.25,1.64,1.62,-29.13,-93.42,-58.88,-32.45,10.34,13.3,-6.84,-12.71,-7.07,-5.53,2.1,2.69,,,,,0.01,0.05,1.23,0.8,1.16,1.96,2.17,2.48,,,,,5.48,16.13,17.51764282,22.10582436,78.1837781,,21.8135497,21.87370238,-11.13974618,19.69267158,19.06523768,,15.0337603,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
TRITN,0.17,0.11,0.55,0.31,0.33,0.6,0.47,0.2,0,0.02,-0.01,0,-0.04,0,35.75,42.39,12,22.02,25.09,9.95,69.5,57.69,49.22,48.99,45.24,30,-0.15,0.01,0,0,-0.04,-0.08,1.78,24.08,-31.67,-0.75,-172.85,-4.13,0.03,0.01,0,0.07,0.07,0.07,6.26,20.68,-11.99,-0.35,-31.18,-4.23,1.99,15.58,-10.15,-0.24,-21.58,-2.61,,,,,,,0.05,0.13,0.09,0.17,0.12,0.11,,,,,,,33.70296385,-219.1357898,-22.57423175,-15.4668,7.838402624,-218.312348,21.78769491,-192.4622181,-205.6260274,,18.051799,,อสังหาริมทรัพย์และก่อสร้าง,4,บริการรับเหมาก่อสร้าง
TTCL,9.5,12,35.75,31.5,23.5,15.1,20.3,17.3,1.19,1.63,0.84,0.75,0.71,0.09,11.23,8.97,6.35,7.47,7.4,8.15,,,4.86,8.44,6.49,5.96,,0.03,0.24,0.45,0.78,-11.62,5.05,4.87,2.4,1.96,2,0.5,,0.19,1.39,1.85,1.64,2.97,30.76,23.72,8.86,8.01,7.61,1.12,7.87,7.68,2.5,1.74,1.55,0.21,0.44,0.4,0.6,0.53,0.42,0.53,3.67,9.42,9.51,9.34,9.44,7.29,36.97,24.54,71.43,70.67,59.15,588.89,11.08692836,-40.33232581,-6.203301509,,,-36.94657022,,-48.43017498,-51.48695494,3.792181163,14.68477814,73.95043896,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
U,0.03,0.02,0.06,0.05,0.05,0.03,0.03,0.03,0,0,0,0,0,0,26.46,21.64,35.75,51.14,67.73,64.72,103.79,139.57,167.92,195.72,204.52,219.86,-0.09,-0.48,-0.4,1.69,-0.68,-1.58,488.72,158.25,-198.85,-23.74,-28.3,-25.25,0.08,0.22,0.21,0.06,0.25,1.02,61.13,10.92,-8.25,-1.87,-1.68,-5.75,19.98,8.01,-6.58,-1.59,-1.36,-3.22,,,,,,,0.01,0.02,0.03,0.03,0.03,0.03,,,,,,,8.44717712,-190.0991564,19.58876859,16.19786,-274.3211703,-155.2899152,68.482369,-162.3204829,-169.4126422,,33.24467384,,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
UMI,3.62,2.8,7.85,5.9,5.4,3.94,3.1,2.24,0.69,0.04,0.04,-0.23,0.13,-0.03,20.62,17.32,16.97,18.56,24.03,22.2,14.79,15.16,14.59,13.71,13.78,13.59,0.26,-91.46,-1.46,-2.21,0.26,4.45,17.49,0.76,0.71,-5.09,3.88,-1.02,1.09,1.15,1.14,0.95,0.94,0.92,39.25,1.64,1.8,-11.73,6.8,-1.68,16.49,0.6,0.58,-4.04,2.83,-0.71,0.07,0.13,0.11,0.16,0.09,0.09,2.07,2.05,1.94,1.94,1.87,1.73,10,325,275,-69.57,65.38,-283.33,2.05651463,-153.4807416,1.487486536,-1.6781,76.41494658,-156.6240632,-3.418577711,-153.2506357,-153.2577999,4.38040125,-3.590060072,-295.1738104,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
UNIQ,3.9,2.06,4.1,6,11.6,20.4,20.5,16.4,0.49,0.75,0.6,0.66,0.82,0.82,10.11,19.04,18.17,17.82,16.78,19.23,8.78,11.69,6.88,7.2,9.01,12.38,-0.83,0.18,0.31,0.25,0.26,0.28,9.55,8.74,6.28,7.08,7.04,7.07,0.52,1.11,0.85,0.92,0.92,1.02,21.11,25.13,12.34,12.07,13.69,12.68,6.46,6.25,3.65,4.16,4.14,3.47,0.06,0.16,0.19,0.27,0.27,0.33,2.63,3.32,5.23,5.7,6.24,6.75,12.2,21.25,31.77,40.97,33.05,40.1,58.33514646,10.96414658,13.72906476,7.11375,18.5497646,-5.836415002,14.34436216,-9.698015523,-11.68970727,40.76929052,20.71504807,26.86015695,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
UV,2.66,2.3,12.1,6.15,8.3,6,6.35,9,0.31,0.09,0.22,0.33,0.33,0.57,20.05,20.71,25.65,28.94,28.94,30.39,7.71,14.46,14.38,12.67,12.98,16.25,0.26,1.73,0.36,0.26,0.26,0.08,4.6,2.88,4.69,4.76,4.76,6.11,0.9,1.16,2.15,1.99,0.74,0.92,5.57,2.51,6.1,8.48,8.48,8.48,1.85,0.86,1.65,2,2,2,0.02,0.05,0.08,0.11,0.11,0.22,3.74,3.59,3.77,4.02,4.02,5.01,7.05,55.56,34.09,33.33,33.33,38.6,22.52061775,12.80907868,8.677130341,16.08064,-20.29420212,5.82691101,0.420018377,8.757288993,1.588562968,58.48931925,6.043459265,40.49340806,อสังหาริมทรัพย์และก่อสร้าง,4,พัฒนาอสังหาริมทรัพย์
VNG,5.7,4.16,4.46,2.56,7.6,13.8,14,10.9,0.18,-0.13,0.48,0.91,1.02,0.64,18.92,14.62,22.45,29.13,29.07,24.04,16.83,18.64,18.11,15.27,13.6,14.42,0.6,-4.15,0.23,0.13,0.06,0.1,2.91,-2.25,7,13.22,14.34,8.2,1.08,0.98,0.79,0.64,0.51,0.59,4.54,-3.09,11.82,20.08,20.16,11.92,2.01,-1.4,5.69,10.55,11.45,6.85,0.08,,0.25,0.18,0.5,0.15,4.04,3.83,4.29,4.77,5.3,5.5,40.92,,52.08,19.78,49.02,23.44,27.46969334,28.41137662,4.907904792,-3.04366,-29.43137148,23.0603904,-11.27844019,21.31706054,27.82058788,14.8698355,6.330529866,-10.54543723,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
WIIK,1.4,0.97,1.88,1.62,2.5,2.9,5.3,3.84,-0.03,0,-0.02,0.28,0.37,0.24,17.35,16.41,13.75,16.23,21.52,20.05,17.98,15.64,14.26,21.14,15.64,13.73,0.74,1.82,-0.92,0.16,0.11,0.19,-1.24,0.02,-0.64,7.28,11.02,7.54,0.82,0.71,0.61,0.64,0.45,0.59,-2.23,0.03,-1.44,15.99,17.44,9.67,-0.97,0.01,-0.67,7.75,9.66,5.53,,,,0.11,0.2,0.11,1.43,1.47,1.45,2.03,2.47,2.51,,,,39.29,54.05,45.83,40.44323582,58.48931925,2.929867346,-5.25067,-23.52096828,51.86361064,-6.497915757,44.66598608,50.48316878,,11.91793371,,อสังหาริมทรัพย์และก่อสร้าง,4,วัสดุก่อสร้าง
BJC,18.3,30.25,61,46.5,40.75,33.5,49.5,65.25,1.38,1.39,0.97,1.59,1.28,1.31,24.12,23.91,22.38,22.9,18.03,19.07,15.2,15.06,17.45,16.84,15.45,16.34,0.17,0.19,0.19,0.13,0.06,0.04,6.45,5.75,4.03,6.51,2.64,3.49,0.96,1.13,1.11,0.88,1.47,1.47,18.38,17.03,11.29,17.42,5.52,4.98,6.78,5.86,3.82,6.34,1.87,1.67,0.77,0.77,0.55,0.77,0.5,0.57,7.87,8.45,8.58,9.76,25.75,26.66,55.27,54.9,56.61,48,39.06,43.51,10.35092146,-1.101570821,-4.583264056,1.456924,-24.11979557,-11.54626487,8.951701178,-22.986439,-24.4260243,-5.719912077,27.62094132,-4.669782214,บริการ,5,พาณิชย์
