Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14409.35211
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,14901.65463
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10732.15247
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,12613.47201
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,9704.578382
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,8921.433385
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,7720.978992
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14468.67987
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,10097.77051
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11914.60801
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11190.15515
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,11934.05863
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,11538.84859
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,15443.72888
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,15619.21539
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,84.27
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,69.38
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,58.34
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,73.41
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,72.86
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,95.58
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,87.49
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,72.42
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,90.97
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,96.57
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,74.16
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,68.64
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,83.81
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,62.45
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,91.16
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,98.96
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,92.94
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,70.12
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,93.79
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,80.55
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,118.06
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,80.65
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,88.92
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,94.16
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,112.52
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,66.12
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,85.28
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,91.13
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,14307.28889
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,16650.24007
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,15655.53725
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,12637.02359
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,18135.76916
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,24118.00631
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,19296.81507
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,10605.17816
